item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11
Chocolate,Butter,Pasta,Beef,Cereal,Butter,Cheese,Yogurt,,,Beef
,,Soda,Fish,Butter,Detergent,Chocolate,Water,,Onions,Eggs
Apples,Water,,Beef,Fish,Apples,Pasta,Onions,,,Coffee
Bread,Juice,,Oranges,Juice,Apples,Tissue,,Chips,Apples,Eggs
Fish,Pasta,Rice,Cereal,Bananas,,,Cookies,Chicken,Bananas,Cereal
,,Toothpaste,Yogurt,Soda,Fish,Soda,Butter,Yogurt,,Cheese
Toothpaste,,Oranges,Butter,Chocolate,Cookies,Onions,Chicken,Juice,,
Chicken,Juice,Tomatoes,Bread,,Chocolate,Chips,Coffee,,Milk,Yogurt
,Tomatoes,Juice,Tissue,,Chips,Soda,Cheese,Water,,Coffee
,,Yogurt,,,,Fish,Soda,Chocolate,Milk,Toothpaste
Juice,Cookies,Juice,Rice,Soda,Water,Oranges,Oranges,Bread,,Rice
Water,Oranges,Cheese,Toothpaste,Yogurt,,Butter,Bananas,Water,Cereal,Tomatoes
Beef,,Butter,Apples,Shampoo,Shampoo,,Juice,Soda,Pasta,Water
Tomatoes,Eggs,Bread,,Shampoo,,Toothpaste,,Cheese,Water,Water
Onions,Chips,Pasta,,Pasta,Soap,Rice,Milk,Detergent,Tomatoes,Cookies
Pasta,Soda,Soda,Yogurt,Apples,Beef,Shampoo,Bread,Water,Rice,Chips
Pasta,Chicken,,Tomatoes,Butter,Water,Tomatoes,Onions,Chips,,Apples
Pasta,Cookies,Cheese,Cereal,Yogurt,Toothpaste,Tea,Bananas,Butter,Chicken,Toothpaste
Detergent,Shampoo,,Eggs,Apples,Bread,Chips,,Cereal,,Water
,Detergent,Chocolate,,Apples,Butter,Cereal,,Soap,Cereal,Tea
Bananas,Toothpaste,Shampoo,Rice,Eggs,Tissue,Soda,Beef,Pasta,Onions,Toothpaste
,Chocolate,Soda,Water,Water,Oranges,Butter,Detergent,Beef,Chicken,Coffee
Chicken,Tissue,,Onions,Detergent,Toothpaste,,,Bread,Eggs,
,,Soda,Cookies,,Chocolate,Yogurt,,,Cereal,Apples
Juice,,,,Tissue,Tissue,,Pasta,Cookies,Cheese,Beef
Oranges,Onions,Fish,Tomatoes,Chocolate,Water,Tomatoes,Apples,Chips,Soda,Soda
Tomatoes,,,Coffee,Tissue,Tomatoes,Tomatoes,,Chocolate,Eggs,Apples
Cookies,Soap,Soda,Water,Tissue,Chicken,,Tissue,Tea,Soap,Rice
Yogurt,,Apples,Yogurt,Fish,Tea,,Shampoo,,Soap,Tea
Eggs,Eggs,Soap,Soap,Rice,,Chips,,,Yogurt,Juice
Cheese,Beef,,Tomatoes,Tea,Apples,Yogurt,,,Soap,Tissue
Beef,,Tomatoes,,,Cookies,Bananas,Yogurt,Chicken,Rice,Eggs
Chips,Oranges,Apples,Pasta,Cereal,,Milk,Juice,Cereal,,Tomatoes
Oranges,Water,Coffee,Bananas,,Chocolate,Cereal,Soda,Bananas,Shampoo,
Oranges,Beef,Toothpaste,Chicken,Bread,Chips,Beef,Chips,Juice,Oranges,Fish
Water,,Tomatoes,Eggs,Water,Milk,Soap,Oranges,Onions,Tissue,Tissue
Bread,Chocolate,,Bread,,Tissue,,Yogurt,Soda,Water,Detergent
Fish,Tea,,Soap,Juice,,Bananas,,Bread,Eggs,Onions
Water,Detergent,Chocolate,Cookies,,,Chips,Bananas,Beef,Soda,Shampoo
Chocolate,Chips,Bread,Chips,Toothpaste,Rice,Beef,Chicken,Coffee,Toothpaste,Onions
,Detergent,Rice,,Cereal,Water,Toothpaste,Cereal,Milk,Beef,Milk
Fish,Juice,Tissue,,Shampoo,Fish,Juice,Bread,Cereal,,Chicken
Juice,Bread,Toothpaste,Cheese,Tissue,Toothpaste,,Rice,Toothpaste,Chocolate,Yogurt
Chips,Chocolate,,Milk,Chicken,Chicken,Chips,Cereal,Toothpaste,,
,Rice,Cheese,Coffee,Cookies,Fish,Chocolate,Toothpaste,Yogurt,Yogurt,Shampoo
Chips,Eggs,Bananas,Detergent,,,Tea,Chips,Chocolate,Cereal,Yogurt
Eggs,Oranges,,Fish,Cereal,Toothpaste,Butter,,Cheese,Soap,Shampoo
Cereal,Eggs,Apples,Cereal,Soda,Chocolate,Beef,Pasta,Bananas,Beef,Butter
Fish,Detergent,Bread,,Soda,Beef,Apples,,Soap,,
Chips,Cereal,,Bananas,Butter,Cookies,Bananas,Cheese,Soda,,Fish
Pasta,Eggs,,Onions,Fish,Butter,Toothpaste,,,Juice,
Shampoo,Oranges,,,Bananas,Onions,Apples,Bananas,Oranges,,Bananas
,,Tissue,Soap,,Cereal,Coffee,Chips,Tomatoes,Soap,Fish
,Detergent,Tea,Eggs,Water,Butter,,Cereal,Tea,Beef,Beef
Coffee,Bananas,Chocolate,,Milk,,,Tissue,Soap,Rice,
Tea,Beef,Yogurt,Pasta,Fish,Cookies,,Juice,Eggs,,Juice
Cookies,Toothpaste,Cheese,Bread,Cookies,Juice,Tissue,Eggs,Juice,Juice,Oranges
Juice,Cookies,Coffee,Tomatoes,Soda,,Cereal,Bread,Bread,,
Tissue,Shampoo,Toothpaste,Water,Rice,,Bananas,,Detergent,Chocolate,
Cereal,,,Soap,Shampoo,Onions,Rice,Bananas,Onions,Cheese,Chips
,Shampoo,Oranges,,Chocolate,Detergent,,,Fish,,Onions
Soda,Eggs,Tissue,Pasta,Milk,,Coffee,Cookies,Butter,Milk,Toothpaste
Rice,Cheese,Cookies,,Shampoo,Yogurt,Onions,Butter,Soap,,Onions
,Cheese,,Pasta,Cheese,Pasta,Tissue,Onions,Toothpaste,Chocolate,Apples
Eggs,Fish,Water,Rice,Tomatoes,Chicken,Oranges,Coffee,Yogurt,Tissue,Toothpaste
Chips,Cheese,Chicken,Chicken,Cereal,Soda,Soda,,,Water,Milk
,Oranges,Bananas,,,Soda,Tissue,,Coffee,,Soap
Eggs,Chicken,Tomatoes,Toothpaste,Eggs,,Pasta,,Tissue,Toothpaste,Coffee
Bananas,Juice,Soap,Butter,Juice,Chips,Water,,Bananas,Yogurt,Chocolate
Eggs,Cookies,Soda,,Shampoo,,Pasta,,Onions,Beef,Beef
Bananas,Bananas,,Tea,Yogurt,Bananas,Milk,Shampoo,Toothpaste,Water,Beef
,Tea,Cheese,Onions,Pasta,Tomatoes,Milk,Cheese,Beef,Oranges,Rice
Chocolate,Fish,Fish,Soda,Eggs,Fish,Oranges,Soda,,Soda,Cookies
Bread,Bread,Beef,Coffee,Soda,Tea,Tissue,,,,Soap
Tea,Tea,Chips,Cereal,,Soda,,Cheese,Beef,Chocolate,
,,Soap,Tea,Beef,Onions,Chocolate,Yogurt,Yogurt,,Beef
Bread,Beef,Milk,Detergent,,Shampoo,Butter,Bread,,Cereal,Water
Eggs,,Bananas,Soap,Tissue,Cookies,Soda,Butter,Tomatoes,,Oranges
Fish,Butter,,Tomatoes,,Detergent,Oranges,Soda,Onions,Bread,Tea
,Coffee,Oranges,Eggs,,,Toothpaste,Cheese,,,Oranges
,,Cookies,Beef,,,Bread,Soda,Oranges,Apples,Chips
Juice,Rice,Eggs,Juice,,Fish,Chips,Chicken,Bread,,Coffee
,Cookies,Juice,Onions,Tissue,Water,Soda,,,Yogurt,
Soda,Tea,Milk,Bananas,Soap,Tea,,Juice,Butter,Tissue,Soda
,Soap,Chocolate,,Eggs,Cookies,Beef,,,Cheese,Water
Water,Onions,,Chocolate,Chicken,Juice,Oranges,Eggs,,Onions,Tomatoes
Soap,Water,Pasta,,,,Butter,Pasta,Detergent,Juice,Cookies
,Beef,Chocolate,Tea,Butter,Chicken,,Coffee,Toothpaste,Soda,Soap
,Detergent,Milk,Yogurt,,,Oranges,Yogurt,Tea,Water,Eggs
,Butter,Milk,Chips,Soap,,Butter,Yogurt,,Cereal,Cereal
Tissue,Rice,Cheese,Tissue,Rice,Shampoo,Apples,Juice,Coffee,Tissue,Cereal
Bread,,Cheese,,Chocolate,Pasta,,Eggs,Cheese,Chicken,Cookies
Tea,Tomatoes,Chocolate,Tomatoes,Onions,,,Bread,Fish,,Fish
,Eggs,Chocolate,Beef,Milk,Tea,,Detergent,Chicken,Rice,
Tea,Bread,,,Juice,Pasta,Bread,Chips,Fish,,
Coffee,Bread,Bananas,Fish,,,Onions,Pasta,Toothpaste,Tissue,Water
Oranges,Milk,Cookies,Tea,Shampoo,Chocolate,,Eggs,Yogurt,Tissue,
Chicken,Toothpaste,Juice,Shampoo,Tomatoes,Yogurt,,Fish,,,
Fish,,Apples,Tomatoes,Chicken,Soda,,Coffee,Cereal,Juice,Rice
Fish,,Fish,Detergent,Fish,Tea,,,Fish,Butter,Cereal
Tissue,Soda,Bananas,Chicken,,Pasta,Detergent,Chicken,Bananas,Eggs,Apples
Chips,Chocolate,,Milk,Oranges,Juice,Fish,Beef,Bread,,Water
Shampoo,Cheese,Yogurt,Pasta,,,Bread,,Toothpaste,Cheese,Detergent
Yogurt,Pasta,,Cheese,Chocolate,Apples,Soap,Cereal,,Eggs,Tissue
Apples,Tea,Soda,,Coffee,Detergent,Bread,,,Fish,Detergent
Eggs,Oranges,Shampoo,Chips,Milk,Detergent,Chicken,Chicken,Oranges,Bananas,Butter
,Tea,Detergent,Fish,Oranges,Shampoo,,Juice,Pasta,Cereal,
Bananas,Bananas,Cookies,Beef,Chips,Onions,Chicken,Rice,Bananas,Coffee,Cereal
Rice,Butter,Juice,,Chocolate,,Eggs,Shampoo,,Yogurt,Rice
,Milk,,Fish,Apples,Onions,Cheese,Water,Butter,Tea,Juice
Milk,,,Toothpaste,Eggs,Coffee,Beef,Chicken,Detergent,Toothpaste,Juice
Cereal,Tea,Chips,Chips,,Tomatoes,Milk,,Detergent,,Yogurt
Milk,,,,Yogurt,Water,Chocolate,Chocolate,Oranges,Pasta,
Onions,Soap,Cookies,Pasta,Cookies,Soap,Toothpaste,Tomatoes,Bananas,,Water
,,Toothpaste,Chocolate,,Eggs,Milk,Oranges,Soda,Bread,Milk
Oranges,,,Cookies,,Yogurt,Apples,Onions,Chicken,Yogurt,
,,Chicken,Eggs,,,Coffee,Oranges,Rice,Eggs,Soda
Cheese,Pasta,Bread,Shampoo,Butter,Tea,Chicken,Oranges,Eggs,Oranges,Beef
Rice,Detergent,,,Cereal,Cheese,,Apples,Chocolate,Cereal,Coffee
Chicken,,Bananas,Butter,Fish,,,Onions,Toothpaste,Milk,Bananas
Soap,Chips,,Bread,Bread,,Shampoo,Chips,,Butter,Tea
Chocolate,,Soap,Bananas,Soap,Fish,Bananas,Apples,Tea,Rice,
Chicken,Tea,Milk,Toothpaste,Rice,Coffee,Butter,,Onions,Beef,Water
,Oranges,,Yogurt,Toothpaste,Tomatoes,Water,Onions,,Butter,Juice
Tea,Juice,Rice,Juice,Beef,Chips,Eggs,Yogurt,Tissue,Soda,Fish
Onions,Chicken,Oranges,Cheese,Coffee,,Coffee,Butter,Beef,Fish,
Soap,Cereal,Pasta,Fish,Cookies,,,Onions,Tissue,Tissue,
Coffee,,Chips,Soap,Cereal,Oranges,Eggs,Onions,Eggs,Onions,Yogurt
Chips,Apples,Apples,Soap,,Cookies,Bananas,Eggs,Cheese,Yogurt,Juice
Onions,,,Toothpaste,Eggs,Butter,Tomatoes,Toothpaste,,Coffee,Milk
,Cheese,Oranges,Pasta,,,Oranges,Soda,Bananas,Beef,Yogurt
Tea,,Milk,Cookies,Pasta,Detergent,Onions,Juice,,Butter,Cheese
Onions,Cheese,Pasta,Beef,Rice,Rice,Cookies,Beef,Butter,Onions,Water
Shampoo,,Yogurt,Bread,Bananas,Pasta,Rice,,Chocolate,Bananas,Bananas
,Bread,Shampoo,,Oranges,,Soap,Soda,Rice,,
Coffee,Bread,Beef,,Tissue,,Tissue,Butter,Tissue,Detergent,
Coffee,Cheese,Tomatoes,,Cheese,Butter,Yogurt,Chips,Yogurt,Eggs,Fish
,Chips,Chocolate,Juice,Eggs,Tomatoes,Butter,Butter,Pasta,,
Juice,Chips,Eggs,,Beef,Tomatoes,Toothpaste,Water,Cookies,Coffee,Cheese
Tomatoes,Beef,Coffee,Cookies,Milk,,Cookies,Shampoo,,Soda,
Oranges,,Eggs,Soap,Water,,Shampoo,Coffee,Pasta,Yogurt,Juice
Water,Oranges,,Rice,Soda,Yogurt,Eggs,Tomatoes,Beef,Bread,Tea
Pasta,Cheese,Chocolate,Coffee,Pasta,Detergent,Shampoo,Rice,Onions,Detergent,Tissue
Cheese,Toothpaste,,Apples,,Eggs,Tomatoes,,Onions,,Water
Chips,Shampoo,Detergent,,Shampoo,Yogurt,Beef,Butter,Chocolate,Chocolate,Toothpaste
Cereal,Cookies,Soap,Beef,Chips,Onions,Detergent,Bread,Soap,,Cookies
Oranges,,Bananas,,Toothpaste,Fish,Cookies,,,,Apples
Chocolate,,Soda,Chocolate,Water,,Cereal,Onions,Chocolate,Fish,Cookies
Beef,Onions,Shampoo,Detergent,Pasta,Tea,Coffee,Coffee,Shampoo,,Cookies
Tea,,Milk,Coffee,Fish,Shampoo,Oranges,,Chocolate,,Juice
Cookies,Butter,Tissue,,Apples,Tissue,Tomatoes,Milk,Chocolate,Chicken,Chocolate
Yogurt,Butter,Shampoo,,Milk,Oranges,Bread,Cookies,,,Chips
,Cereal,Butter,Tomatoes,Toothpaste,Tea,,,Tomatoes,,Juice
Onions,Beef,Apples,,,Toothpaste,Apples,Cheese,,Tissue,Toothpaste
,,,,Tea,,Fish,Fish,Cereal,Cheese,Cheese
,Fish,Chicken,Cheese,Bread,Chicken,Oranges,Chocolate,Apples,Eggs,Eggs
Beef,,,,Soap,Tomatoes,Coffee,Butter,Tea,,
Tissue,,Eggs,,,Water,Oranges,,Shampoo,Soap,Pasta
Tissue,,Apples,Juice,,Cookies,Shampoo,Juice,Tea,Juice,Butter
Shampoo,Soap,Detergent,,Tea,Detergent,Shampoo,Oranges,Chicken,Oranges,Tea
Bananas,Apples,Tomatoes,Yogurt,Tea,,,Water,,Cereal,Fish
Butter,Soap,Soda,,,Yogurt,Chocolate,Shampoo,,,
,Shampoo,Coffee,Coffee,,Soda,Soap,Bread,Chocolate,Milk,Butter
,Water,Cheese,Detergent,,Beef,Coffee,Rice,,,Chocolate
,Chocolate,,,Chocolate,Eggs,Shampoo,Coffee,Cereal,,Milk
Cereal,Cheese,Beef,Chips,Apples,,Tissue,Detergent,Pasta,Tea,Oranges
Toothpaste,Rice,Fish,Oranges,Bread,Soap,,Beef,Bananas,Cereal,Eggs
Bread,Bread,Butter,Yogurt,Tissue,Soda,Pasta,,Yogurt,Oranges,Tomatoes
Tea,Tissue,Cereal,Coffee,Rice,,Beef,Oranges,,Beef,Juice
Tomatoes,,,Soap,Detergent,,Coffee,Cereal,Chips,,Cookies
Detergent,Beef,Milk,Onions,Water,,,Tissue,Water,Beef,Toothpaste
Pasta,Oranges,Tomatoes,Fish,Yogurt,,Butter,Chicken,Eggs,Tissue,Soda
,Beef,,Butter,Yogurt,Tomatoes,,Water,Juice,,Soda
Onions,Oranges,,Fish,Onions,,Milk,Coffee,Fish,Tomatoes,Milk
Eggs,Eggs,Cookies,Onions,Apples,Beef,Fish,Tissue,Shampoo,Bananas,
Water,,Apples,Coffee,Apples,Butter,Cereal,Cheese,Milk,,Chocolate
Bread,Cereal,Bananas,Tomatoes,Onions,Eggs,Bread,Oranges,Soap,Fish,
Chicken,,Juice,Cereal,,,Cereal,Apples,,Juice,Eggs
,Butter,Tea,,Eggs,Cheese,Tomatoes,Coffee,Tea,,Juice
Eggs,Beef,Chocolate,,Juice,Bread,Cheese,Detergent,Rice,Shampoo,
Toothpaste,Bananas,Detergent,Cereal,Eggs,Butter,,Tissue,Soap,Toothpaste,Tomatoes
Soap,,Coffee,Bread,Toothpaste,,Toothpaste,Apples,Soap,Cheese,Chips
,Eggs,Chicken,Shampoo,Fish,Apples,Apples,Shampoo,Cheese,Soap,Oranges
Chips,Detergent,Bread,Cookies,Bananas,Cheese,Chocolate,Eggs,,,Cookies
,Milk,,Eggs,Soda,,Coffee,Detergent,Coffee,Soda,Oranges
Beef,Soap,,Eggs,,,Bread,Butter,Rice,Beef,Milk
Juice,Chocolate,Cookies,Tea,,,Shampoo,Rice,,Yogurt,Detergent
Cookies,Juice,Soap,Beef,Cookies,Detergent,,Coffee,,Oranges,
Milk,,,Apples,Coffee,Bread,,Bread,Chips,Detergent,Soda
Shampoo,Oranges,Onions,Shampoo,Butter,Cereal,Cereal,Detergent,Cookies,Beef,Detergent
Butter,Detergent,,Toothpaste,,Bananas,,Shampoo,Toothpaste,Chocolate,Apples
Oranges,Yogurt,Soap,,Cheese,Shampoo,Tissue,Eggs,,,Apples
,Milk,Soap,Detergent,,Tea,Fish,Coffee,Milk,Onions,Oranges
Cereal,Cheese,,Rice,Butter,Soap,Eggs,Tea,,Pasta,Water
Beef,Juice,Pasta,Oranges,Eggs,,,Tomatoes,Yogurt,Detergent,Juice
,Chicken,Detergent,Soap,Oranges,Apples,,Soap,Pasta,Butter,Juice
Chicken,,Chicken,,Tomatoes,,Cheese,Juice,Detergent,Shampoo,Chicken
Shampoo,Beef,Juice,Tomatoes,Cereal,Chicken,Cookies,Milk,Coffee,Shampoo,
Apples,Chocolate,,Chips,,Shampoo,Bread,Bread,Fish,Toothpaste,Chicken
Shampoo,,Tissue,Shampoo,Tea,Soda,Bananas,Chicken,,Butter,Pasta
,Yogurt,Tomatoes,Bread,,,Tissue,Tomatoes,Cereal,Butter,Yogurt
Cheese,Tissue,,,Soda,Water,,Chicken,Juice,Tissue,Tea
Yogurt,Shampoo,,Chips,,,Butter,,Water,Bananas,Beef
Apples,Tea,Toothpaste,Cheese,Tissue,Oranges,,Detergent,Milk,Rice,Onions
Chocolate,Apples,Cookies,Tea,,Water,Chips,Tomatoes,Rice,Oranges,
Cookies,Pasta,Oranges,Cheese,,Detergent,,Coffee,,Cookies,Detergent
,Milk,Soap,Tea,,Cheese,Detergent,Toothpaste,Pasta,Soap,Soda
Bananas,Eggs,Bread,Coffee,Eggs,Tissue,,Pasta,Eggs,Tissue,Tissue
,Tissue,Juice,Chicken,Bananas,,,,Tea,Water,Shampoo
,Soda,Shampoo,Yogurt,Yogurt,Chicken,Milk,Tea,Milk,Detergent,Toothpaste
,Detergent,,,Coffee,Water,Apples,Rice,Beef,Tomatoes,
Rice,,Chips,,,Rice,Chicken,Apples,,Beef,Shampoo
Tea,Water,Tissue,Beef,,Milk,,Bread,Water,,Chocolate
,Eggs,Bread,Tissue,Oranges,Bread,Tea,Water,,Shampoo,Butter
Shampoo,,Fish,,Chicken,Cereal,Cookies,,Tissue,Coffee,
Apples,Detergent,Beef,Soap,Butter,,Tissue,Butter,Rice,Onions,Yogurt
Toothpaste,Tea,Milk,Shampoo,Eggs,Butter,Tomatoes,Soda,Bread,Apples,Chocolate
Detergent,Toothpaste,Eggs,,Shampoo,Cheese,,Yogurt,Detergent,Beef,Onions
Yogurt,Soap,Rice,Pasta,Shampoo,Cheese,Rice,Oranges,Shampoo,Soap,Rice
Butter,Bread,Soda,Chicken,,Chocolate,Chips,Eggs,Butter,Cereal,Toothpaste
,Yogurt,Onions,Cereal,Eggs,Toothpaste,,Chocolate,,Chicken,Soda
Water,Chicken,Tissue,Cookies,,,,Fish,Tomatoes,Cheese,Shampoo
Milk,Soda,Apples,Juice,,Rice,Yogurt,Onions,,Apples,Tomatoes
,Tea,Chicken,Chocolate,Cheese,Juice,Detergent,Chicken,Rice,Milk,Yogurt
Juice,Tea,Pasta,Cheese,Cereal,,Coffee,,,Chicken,Chips
Chicken,Yogurt,Oranges,Tomatoes,Shampoo,Bananas,,Rice,Juice,Yogurt,Soap
Detergent,Rice,Butter,Yogurt,Chips,Toothpaste,Butter,Coffee,,Pasta,
Tea,Oranges,Tissue,,,,Onions,,Chocolate,Cookies,
Chips,,Bread,Juice,Milk,,Tissue,Juice,Pasta,Tea,Oranges
Cereal,,Butter,,,Tea,Milk,Oranges,Chips,,
Soda,Cheese,Apples,,Soda,Tomatoes,Soda,Tissue,Apples,Soda,
Tissue,Fish,Milk,,Cereal,Eggs,Butter,Coffee,Bread,Tea,Bananas
Eggs,Onions,Cookies,Soda,Water,Cookies,Onions,Cereal,,,Soda
Tissue,Pasta,Apples,Soap,Butter,Butter,Tomatoes,Chicken,Chips,Juice,
Detergent,Chocolate,Tissue,Soda,Milk,Butter,Bananas,Chips,Oranges,Onions,Detergent
,Tomatoes,,,Rice,Eggs,Bananas,Onions,,,Oranges
Chocolate,,,Apples,Chocolate,Bananas,Cereal,Oranges,Yogurt,Chips,
Chips,Milk,Water,Fish,Soda,Bread,,,Cookies,Soda,
Fish,Juice,Pasta,,,Tomatoes,Tea,Detergent,,Chocolate,Shampoo
Butter,Yogurt,Bananas,Cereal,,Juice,Juice,Cookies,Cookies,Yogurt,
Chicken,,Milk,Oranges,Cheese,Soap,Eggs,Detergent,Oranges,,Apples
Soap,Detergent,Eggs,Detergent,Tea,Water,Cheese,Eggs,Soap,Eggs,Onions
Juice,Juice,Bread,Water,Bread,Chips,Cereal,Chocolate,Detergent,Cookies,Bananas
Tea,Tea,Chicken,,,,Fish,Toothpaste,,Cookies,Water
Yogurt,,Soap,Coffee,Yogurt,,Tissue,Onions,Chicken,Shampoo,Milk
Tea,,,Milk,,Eggs,Pasta,Detergent,,,Pasta
Cookies,Detergent,,Oranges,Beef,Tomatoes,Eggs,Coffee,Chips,Chocolate,Bread
Tissue,Soap,Detergent,Soap,Cheese,Toothpaste,Eggs,Chicken,Coffee,Detergent,
Tissue,Detergent,Fish,,Fish,,Cereal,,,,Tea
Toothpaste,,Bread,,Tissue,Yogurt,Yogurt,Water,Cookies,Yogurt,Tomatoes
Juice,Chocolate,Cereal,Detergent,Bananas,Bananas,Beef,,Toothpaste,,Pasta
,Tomatoes,Coffee,Beef,,Bread,Yogurt,Juice,Cheese,Oranges,Apples
Shampoo,Fish,,,Cookies,Apples,Fish,Tomatoes,Detergent,Detergent,
,Cookies,Water,Butter,,Tissue,Cheese,Cereal,Rice,Onions,Fish
,Apples,Rice,Chocolate,Butter,Bread,,Pasta,Onions,Rice,Eggs
Chicken,Milk,Pasta,Beef,Bread,Fish,Juice,Tea,Shampoo,Fish,Toothpaste
Cheese,Chips,Chips,,Yogurt,,Eggs,Bananas,,Toothpaste,
,,Shampoo,Shampoo,Soda,Eggs,Chocolate,Yogurt,,Chicken,Water
Beef,Bananas,Oranges,Cookies,,,Cookies,Soap,,Coffee,Oranges
Rice,Pasta,Bread,Tea,Oranges,Fish,,Juice,Butter,,Tea
Chocolate,Water,Tomatoes,Rice,,Soda,Water,Water,Soda,Beef,Coffee
Butter,Cheese,Tissue,,Yogurt,Soda,,Bananas,Oranges,Chocolate,Cheese
Beef,Juice,Shampoo,Tea,Bananas,Bananas,,Milk,Apples,Cheese,Toothpaste
Pasta,Milk,,,Chips,Yogurt,Oranges,Shampoo,Coffee,Water,
Bread,,Yogurt,Tea,Tissue,,,,Chicken,Chips,
Eggs,,Onions,,Chicken,Toothpaste,,Tomatoes,,Milk,
,Chicken,Onions,Coffee,Juice,Apples,Beef,Yogurt,Chocolate,Soap,Juice
Coffee,Detergent,Chips,Cereal,Fish,Eggs,Oranges,Cereal,,Butter,Soda
Cheese,,,,Tea,Soda,Water,Apples,Onions,Tea,Tomatoes
Chips,Apples,Apples,,Chocolate,,Butter,Water,Bananas,,Pasta
Detergent,Beef,Yogurt,,Chips,Juice,Coffee,Toothpaste,Onions,Juice,Fish
Tomatoes,Cheese,Rice,Apples,Water,Chicken,Chicken,,,,Bananas
Soap,,,Soap,Shampoo,Yogurt,,Chocolate,Chicken,Shampoo,Eggs
Cookies,,,Oranges,Apples,Toothpaste,Cookies,,,Beef,Milk
,Bread,,,Shampoo,Toothpaste,,,Cereal,Bananas,
Juice,Apples,,Tomatoes,Beef,Tissue,Detergent,,Rice,Detergent,Cheese
Rice,Pasta,Pasta,,Yogurt,Butter,Chips,Beef,Bread,,Shampoo
Juice,,,Fish,Water,Apples,Yogurt,,,Bananas,Oranges
Water,Detergent,Juice,Water,Fish,Toothpaste,Oranges,Fish,Bread,,Cookies
Detergent,Chicken,,Detergent,,Onions,Juice,Fish,Cheese,Butter,Yogurt
Cheese,,Chips,,Cheese,Rice,Coffee,Juice,,Coffee,Cheese
,,Cheese,Yogurt,Tissue,Pasta,Fish,,Toothpaste,Tea,Fish
Chips,Pasta,Tea,Yogurt,,Tea,Yogurt,Bread,,,
,,Juice,Rice,Onions,Soda,Toothpaste,Shampoo,Beef,Milk,Rice
,Bread,Soap,Milk,Beef,,Cookies,Coffee,Milk,Toothpaste,
,Toothpaste,Oranges,Chicken,,Fish,Detergent,Tea,,Rice,Beef
Eggs,Apples,Tea,Shampoo,Shampoo,Tea,Oranges,,Yogurt,,Milk
Beef,Coffee,Oranges,Tea,Soap,Chocolate,Juice,Bread,Cheese,Rice,Juice
Chicken,Water,Rice,Beef,Coffee,Coffee,,Fish,Juice,Beef,
,Cheese,Milk,Soda,,,Soap,Onions,Chips,,Toothpaste
Tea,Chips,Soda,Cheese,Water,Pasta,,Tomatoes,Eggs,Cookies,Coffee
Tea,Beef,Toothpaste,Fish,Tomatoes,,Bread,,Tomatoes,Toothpaste,Soap
Shampoo,Butter,Rice,Soda,Rice,,Coffee,Oranges,Fish,Soap,Tissue
Juice,Oranges,Butter,Shampoo,Oranges,,Coffee,,,Juice,Onions
Chocolate,Oranges,Tomatoes,Soda,Chicken,Cookies,Butter,Bread,Tea,,Chocolate
Apples,Tea,Milk,Milk,Pasta,Bananas,Detergent,Milk,Onions,Coffee,Chocolate
Cheese,Soap,Tomatoes,Toothpaste,Beef,Water,,Cheese,Onions,Cookies,
Toothpaste,Yogurt,Detergent,Chips,,Chicken,Detergent,Bread,Fish,Tea,Yogurt
,,Milk,Cheese,Soap,Eggs,,Soda,Tea,Cereal,Tissue
Tomatoes,Water,Oranges,Soda,Bananas,Fish,Onions,Juice,Detergent,,Water
Rice,Soap,Chips,,Juice,Chocolate,Toothpaste,Cheese,Onions,Onions,Cereal
Eggs,Detergent,,,Beef,Juice,Shampoo,Chocolate,,Fish,Bread
Tissue,Pasta,Juice,Bread,Beef,Butter,,Pasta,Onions,Toothpaste,
Cookies,Toothpaste,Bread,,,Bananas,Butter,Shampoo,,,Toothpaste
Onions,Onions,Detergent,Soap,,Bananas,,,Shampoo,Coffee,Yogurt
Bread,Tea,,Cereal,Milk,Toothpaste,Water,Cereal,Rice,Tea,Beef
Coffee,Onions,Tissue,Cheese,Bananas,Juice,,Coffee,Butter,Cereal,Oranges
Cheese,Cookies,Milk,Chocolate,,Soap,Soda,Apples,Oranges,Onions,Cheese
Bread,Cookies,Chocolate,Eggs,Bread,,,,Shampoo,Water,Eggs
Onions,Tomatoes,Coffee,Chicken,,Onions,Yogurt,,Bananas,Milk,Milk
,Bread,,Tomatoes,,Bananas,Bananas,,Apples,Bread,Milk
Soda,Chips,Cookies,,Rice,Butter,Tomatoes,Butter,Bread,Oranges,Shampoo
Beef,Soap,Beef,Tissue,Coffee,Shampoo,Toothpaste,Cheese,Oranges,Tissue,
Chicken,Juice,Coffee,,,Cereal,Butter,Rice,Tissue,Soap,Tissue
Oranges,Beef,Chicken,,Cheese,Cereal,,Toothpaste,,Bananas,Yogurt
Cheese,Bread,Oranges,Onions,,Butter,,Oranges,Shampoo,,Bananas
Apples,Toothpaste,,Bananas,Onions,Eggs,Tomatoes,,,Milk,
,Tea,Toothpaste,,,Tea,Rice,Bread,Coffee,,Coffee
Eggs,,,Shampoo,Shampoo,Oranges,Bananas,Cheese,,Shampoo,
Pasta,Toothpaste,Detergent,Toothpaste,Soda,Pasta,Juice,Tissue,,Rice,Eggs
